"Owner","Certificate Issuer Organization","Certificate Issuer Organizational Unit","Common Name or Certificate Name","Certificate Serial Number","SHA-256 Fingerprint","Certificate ID","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Trust Bits","EV Policy OID(s)","Approval Bug","NSS Release When First Included","Firefox Release When First Included","Test Website - Valid","Mozilla Applied Constraints","Company Website","Geographic Focus","Certificate Policy (CP)","Certification Practice Statement (CPS)","Standard Audit","BR Audit","EV Audit","Auditor","Standard Audit Type","Standard Audit Statement Dt"
"Telia Company (formerly TeliaSonera)","Sonera","","Sonera Class2 CA","1d","79:08:B4:03:14:C1:38:10:0B:51:8D:07:35:80:7F:FB:FC:F8:51:8A:00:95:33:71:05:BA:38:6B:15:3D:D9:27","30:4C:BA:5D:A8:34:7B:16:C2:B9:4B:DA:92:78:D3:DD:D2:A0:20:3F:3A:93:C5:62:F5:9C:0B:B4:4B:43:8B:41","2001 Apr 06","2021 Apr 06","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=258416","NSS 3.9.6","Firefox 1","https://juolukka.cover.sonera.net:10443/","","http://www.teliasonera.com","Finland, Europe, Sweden","https://repository.trust.teliasonera.com/Telia_Production_CPS_v2.5.pdf","https://repository.trust.teliasonera.com/Telia_Server_Certificate_CPS_v1.8.pdf","https://support.partnergate.sonera.com/download/CA/WebTrust-Audit-Report-2017-06-30.pdf","https://support.partnergate.sonera.com/download/CA/WebTrust-BR-Audit-Report-2017-06-30.pdf","","Ernst & Young, LLP","WebTrust","2017.06.30"
"Telia Company (formerly TeliaSonera)","TeliaSonera","","TeliaSonera Root CA v1","0095be16a0f72e46f17b398272fa8bcd96","DD:69:36:FE:21:F8:F0:77:C1:23:A1:A5:21:C1:22:24:F7:22:55:B7:3E:03:A7:26:06:93:E8:A2:4B:0F:A3:89","21:02:FD:A7:BB:10:BD:D1:CC:A4:94:A2:BE:66:E3:2E:15:57:2C:C7:37:30:73:6E:82:42:1F:D3:9C:9E:26:F5","2007 Oct 18","2032 Oct 18","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=539924","NSS 3.16","Firefox 29","https://juolukka.cover.sonera.net:10446/","","http://www.teliasonera.com","Finland, Europe, Sweden","https://repository.trust.teliasonera.com/Telia_Production_CPS_v2.5.pdf","https://repository.trust.teliasonera.com/Telia_Server_Certificate_CPS_v1.8.pdf","https://support.partnergate.sonera.com/download/CA/WebTrust-Audit-Report-2017-06-30.pdf","https://support.partnergate.sonera.com/download/CA/WebTrust-BR-Audit-Report-2017-06-30.pdf","https://support.partnergate.sonera.com/download/CA/WebTrust-EV-SSL-Audit-Report-2017-06-30.pdf","Ernst & Young, LLP","WebTrust","2017.06.30"
"TrustCor Systems","TrustCor Systems S. de R.L.","TrustCor Certificate Authority","TrustCor ECA-1","0084822c5f1c62d040","5A:88:5D:B1:9C:01:D9:12:C5:75:93:88:93:8C:AF:BB:DF:03:1A:B2:D4:8E:91:EE:15:58:9B:42:97:1D:03:9C","76:C9:69:C4:BA:3E:3C:6D:05:6E:B7:08:CB:6C:CF:1A:1D:B9:AC:3D:43:73:09:B7:47:B5:29:7B:AB:C3:16:36","2016 Feb 04","2029 Dec 31","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1231853","NSS 3.34","Firefox 58","https://valid.epki.external.trustcor.ca/","None","http://www.trustcorsystems.com","Canada, Global","https://www.trustcorsystems.com/static/webtrust/TrustCorCA-CP-1.3.3.pdf","https://www.trustcorsystems.com/static/webtrust/TrustCorCA-CPS-1.3.3.pdf","https://cert.webtrust.org/SealFile?seal=2381&file=pdf","https://cert.webtrust.org/SealFile?seal=2382&file=pdf","","PAG - Princeton Audit Group","WebTrust","2017.12.15"
"TrustCor Systems","TrustCor Systems S. de R.L.","TrustCor Certificate Authority","TrustCor RootCert CA-1","00da9bec71f303b019","D4:0E:9C:86:CD:8F:E4:68:C1:77:69:59:F4:9E:A7:74:FA:54:86:84:B6:C4:06:F3:90:92:61:F4:DC:E2:57:5C","EB:38:B7:02:A2:D8:DD:36:CC:C9:9E:8A:51:33:84:F9:C4:C1:04:E2:AE:CC:E7:71:75:7E:10:38:B0:24:76:CE","2016 Feb 04","2029 Dec 31","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1231853","NSS 3.34","Firefox 58","https://catest1.trustcor.ca/","None","http://www.trustcorsystems.com","Canada, Global","https://www.trustcorsystems.com/static/webtrust/TrustCorCA-CP-1.3.3.pdf","https://www.trustcorsystems.com/static/webtrust/TrustCorCA-CPS-1.3.3.pdf","https://cert.webtrust.org/SealFile?seal=2381&file=pdf","https://cert.webtrust.org/SealFile?seal=2382&file=pdf","","PAG - Princeton Audit Group","WebTrust","2017.12.15"
"TrustCor Systems","TrustCor Systems S. de R.L.","TrustCor Certificate Authority","TrustCor RootCert CA-2","25a1dfca33cb5902","07:53:E9:40:37:8C:1B:D5:E3:83:6E:39:5D:AE:A5:CB:83:9E:50:46:F1:BD:0E:AE:19:51:CF:10:FE:C7:C9:65","93:E4:63:5F:12:77:A2:CC:AB:30:9F:14:15:17:C7:73:AF:43:55:FC:F2:FD:E8:BC:F4:50:19:43:CC:00:5E:59","2016 Feb 04","2034 Dec 31","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1231853","NSS 3.34","Firefox 58","https://catest2.trustcor.ca/","None","http://www.trustcorsystems.com","Canada, Global","https://www.trustcorsystems.com/static/webtrust/TrustCorCA-CP-1.3.3.pdf","https://www.trustcorsystems.com/static/webtrust/TrustCorCA-CPS-1.3.3.pdf","https://cert.webtrust.org/SealFile?seal=2381&file=pdf","https://cert.webtrust.org/SealFile?seal=2382&file=pdf","","PAG - Princeton Audit Group","WebTrust","2017.12.15"
"Trustis","Trustis Limited","Trustis FPS Root CA","Trustis Limited - Trustis FPS Root CA","1b1fadb620f924d3366bf7c7f18ca059","C1:B4:82:99:AB:A5:20:8F:E9:63:0A:CE:55:CA:68:A0:3E:DA:5A:51:9C:88:02:A0:D3:A6:73:BE:8F:8E:55:7D","EA:AC:B5:A7:1E:02:9E:D2:7F:BA:C4:78:BC:E3:00:DA:9D:AE:8C:FE:ED:2F:42:8B:C1:DA:FF:A5:A1:33:D1:0A","2003 Dec 23","2024 Jan 21","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=577665","NSS 3.13.6","Firefox 16","https://etsi-411-test-active.trustis.com/","","http://www.trustis.com/","UK and Europe","http://www.trustis.com/pki/fpsia/policy/Trustis-FPS-Base-CP-v2.3.pdf","http://www.trustis.com/pki/fpsia/policy/Trustis-FPS-CPS-v1.7.1.pdf","https://bug1360184.bmoattachments.org/attachment.cgi?id=8862399","https://bug1360184.bmoattachments.org/attachment.cgi?id=8862399","","LRQA - Lloyds Register Quality Assurance","ETSI EN 319 411","2017.03.01"
"Trustwave","SecureTrust Corporation","","Secure Global CA","075622a4e8d48a894df413c8f0f8eaa5","42:00:F5:04:3A:C8:59:0E:BB:52:7D:20:9E:D1:50:30:29:FB:CB:D4:1C:A1:B5:06:EC:27:F1:5A:DE:7D:AC:69","BD:48:8A:94:F0:9E:6F:46:DE:AD:C1:61:D6:64:E5:7F:A2:F7:97:CF:6A:FC:BF:78:56:DF:E7:B0:8B:3B:34:73","2006 Nov 07","2029 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","2.16.840.1.114404.1.1.2.4.1","https://bugzilla.mozilla.org/show_bug.cgi?id=409838","NSS 3.11.10","Firefox 3.0.2","https://sgcatest.trustwave.com","","http://www.trustwave.com/","USA, Global","https://ssl.trustwave.com/CA/twcps4_8.pdf","https://ssl.trustwave.com/CA/twcps4_8.pdf","https://cert.webtrust.org/SealFile?seal=2373&file=pdf","https://cert.webtrust.org/SealFile?seal=2374&file=pdf","https://cert.webtrust.org/SealFile?seal=2375&file=pdf","Grant Thornton International Ltd.","WebTrust","2017.11.17"
"Trustwave","SecureTrust Corporation","","SecureTrust CA","0cf08e5c0816a5ad427ff0eb271859d0","F1:C1:B5:0A:E5:A2:0D:D8:03:0E:C9:F6:BC:24:82:3D:D3:67:B5:25:57:59:B4:E7:1B:61:FC:E9:F7:37:5D:73","66:2D:94:72:BD:63:77:EE:E1:EB:5A:CB:E4:30:6B:73:AF:05:68:19:63:71:6E:28:C4:9F:7F:45:6E:B3:02:5D","2006 Nov 07","2029 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites","2.16.840.1.114404.1.1.2.4.1","https://bugzilla.mozilla.org/show_bug.cgi?id=409837","NSS 3.11.10","Firefox 3.0.2","https://stcatest.trustwave.com","","http://www.trustwave.com/","USA, Global","https://ssl.trustwave.com/CA/twcps4_8.pdf","https://ssl.trustwave.com/CA/twcps4_8.pdf","https://cert.webtrust.org/SealFile?seal=2373&file=pdf","https://cert.webtrust.org/SealFile?seal=2374&file=pdf","https://cert.webtrust.org/SealFile?seal=2375&file=pdf","Grant Thornton International Ltd.","WebTrust","2017.11.17"
"Trustwave","XRamp Security Services Inc","www.xrampsecurity.com","XRamp Global Certification Authority","50946cec18ead59c4dd597ef758fa0ad","CE:CD:DC:90:50:99:D8:DA:DF:C5:B1:D2:09:B7:37:CB:E2:C1:8C:FB:2C:10:C0:FF:0B:CF:0D:32:86:FC:1A:A2","9C:DC:C8:9B:2E:89:8E:53:7B:B0:2F:FB:25:A4:7F:CD:52:D3:BD:37:60:1B:7D:21:24:D2:B8:94:86:51:A7:07","2004 Nov 01","2035 Jan 01","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","2.16.840.1.114404.1.1.2.4.1","https://bugzilla.mozilla.org/show_bug.cgi?id=273189","NSS 3.10","Firefox 1","https://xgcatest.trustwave.com","","http://www.trustwave.com/","USA, Global","https://ssl.trustwave.com/CA/twcps4_8.pdf","https://ssl.trustwave.com/CA/twcps4_8.pdf","https://cert.webtrust.org/SealFile?seal=2373&file=pdf","https://cert.webtrust.org/SealFile?seal=2374&file=pdf","https://cert.webtrust.org/SealFile?seal=2375&file=pdf","Grant Thornton International Ltd.","WebTrust","2017.11.17"
"TurkTrust","TÜRKTRUST Bilgi İletişim ve Bilişim Güvenliği Hizmetleri A.Ş.","","TÜRKTRUST Elektronik Sertifika Hizmet Sağlayıcısı H5","008e17fe242081","49:35:1B:90:34:44:C1:85:CC:DC:5C:69:3D:24:D8:55:5C:B2:08:D6:A8:14:13:07:69:9F:4A:F0:63:19:9D:78","AE:A2:2E:28:9E:3B:F4:53:FC:81:B9:F2:00:9A:DA:13:BF:38:3B:5A:CE:F0:33:6D:27:03:1E:62:8A:4A:86:A8","2013 Apr 30","2023 Apr 28","RSA 2048 bits","sha256WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1007683","NSS 3.19.3","Firefox 42","https://testsuite12001.turktrust.com.tr","None","http://www.turktrust.com.tr/en","Turkey","http://www.turktrust.com.tr/en/repository","http://www.turktrust.com.tr/en/repository","https://bugzilla.mozilla.org/attachment.cgi?id=8828490","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/en/6749UE_s.pdf","","TÜViT - TÜV Informationstechnik GmbH","ETSI TS 102 042","2016.12.31"
"Visa","VISA","Visa International Service Association","Visa eCommerce Root","1386354d1d3f06f2c1f96505d5901c62","69:FA:C9:BD:55:FB:0A:C7:8D:53:BB:EE:5C:F1:D5:97:98:9F:D0:AA:AB:20:A2:51:51:BD:F1:73:3E:E7:D1:22","E0:D2:50:27:EC:1F:45:61:F8:07:8E:AB:2A:DF:F9:43:D8:EC:AD:6A:5B:B7:63:7F:0E:55:E6:C9:70:E0:FE:2F","2002 Jun 26","2022 Jun 24","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","legacy","","Firefox 1","https://ecommcatest.visaca.com/","","http://www.visa.com","USA, Global","http://www.visa.com/pki/pdf/VisaPublicKeyInfrastructureCertificatePolicy.pdf","http://www.visa.com/pki/pdf/VisaPublicKeyInfrastructureCertificatePolicyStatement.pdf","http://enroll.visaca.com/WTCA%20eComm.pdf","http://enroll.visaca.com/WTBR%20eComm.pdf","","BDO International Limited","WebTrust","2017.07.26"
"Web.com","Network Solutions L.L.C.","","Network Solutions Certificate Authority","57cb336fc25c16e6471617e3903168e0","15:F0:BA:00:A3:AC:7A:F3:AC:88:4C:07:2B:10:11:A0:77:BD:77:C0:97:F4:01:64:B2:F8:59:8A:BD:83:86:0C","6C:A3:67:6B:17:6E:34:DC:6D:4B:3D:35:2C:AC:67:93:C9:3A:6B:31:16:46:AC:01:73:E0:50:D0:0A:43:CC:A2","2006 Dec 01","2029 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites","1.3.6.1.4.1.782.1.2.1.8.1","https://bugzilla.mozilla.org/show_bug.cgi?id=403915","NSS 3.11.10","Firefox 3.0.2","https://www.networksolutions.com/","","http://www.networksolutions.com/","USA, UK","https://assets.web.com/legal/English/CertificationPracticeStatement.pdf","https://assets.web.com/legal/English/CertificationPracticeStatement.pdf","https://cert.webtrust.org/SealFile?seal=2290&file=pdf","https://cert.webtrust.org/SealFile?seal=2291&file=pdf","https://cert.webtrust.org/SealFile?seal=2292&file=pdf","Ernst & Young, LLP","WebTrust","2017.07.21"
"WISeKey","WISeKey","Copyright (c) 2005","OISTE WISeKey Global Root GA CA","413d72c7f46b1f81437df1d22854df9a","41:C9:23:86:6A:B4:CA:D6:B7:AD:57:80:81:58:2E:02:07:97:A6:CB:DF:4F:FF:78:CE:83:96:B3:89:37:D7:F5","C8:FE:AC:C9:98:98:17:A0:40:D2:5A:23:11:20:93:4A:51:52:EF:A4:7B:9E:69:6B:41:2D:4B:51:D4:6D:61:11","2005 Dec 11","2037 Dec 11","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=371362","NSS 3.12.4","Firefox 3.5","https://gavalidssl.hightrusted.com","","https://www.wisekey.com","Switzerland, Global","https://cdn.wisekey.com/uploads/images/WKPKI.DE001-OWGTM-PKI-CPS.v2.8-CLEAN1.pdf","https://cdn.wisekey.com/uploads/images/WKPKI.DE001-OWGTM-PKI-CPS.v2.8-CLEAN1.pdf","https://cert.webtrust.org/SealFile?seal=2293&file=pdf","https://cert.webtrust.org/SealFile?seal=2294&file=pdf","","Auren","WebTrust","2017.07.28"
"WISeKey","WISeKey","OISTE Foundation Endorsed","OISTE WISeKey Global Root GB CA","76b1205274f0858746b3f8231af6c2c0","6B:9C:08:E8:6E:B0:F7:67:CF:AD:65:CD:98:B6:21:49:E5:49:4A:67:F5:84:5E:7B:D1:ED:01:9F:27:B8:6B:D6","DA:8B:F2:75:BF:43:33:60:CA:B9:59:34:0E:F5:E8:DA:9C:20:C6:6A:9C:57:8C:18:7F:56:95:28:04:40:73:21","2014 Dec 01","2039 Dec 01","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","2.16.756.5.14.7.4.8","https://bugzilla.mozilla.org/show_bug.cgi?id=1172819","NSS 3.21","Firefox 44","https://gbvalidssl.hightrusted.com/","None","https://www.wisekey.com","Switzerland, Global","https://cdn.wisekey.com/uploads/images/WKPKI.DE001-OWGTM-PKI-CPS.v2.8-CLEAN1.pdf","https://cdn.wisekey.com/uploads/images/WKPKI.DE001-OWGTM-PKI-CPS.v2.8-CLEAN1.pdf","https://cert.webtrust.org/SealFile?seal=2293&file=pdf","https://cert.webtrust.org/SealFile?seal=2294&file=pdf","https://cert.webtrust.org/SealFile?seal=2295&file=pdf","Auren","WebTrust","2017.07.28"
